symbol,date,close,volume
HDFCBANK,2026-06-15 00:00:00+05:30,764.7022094726562,39990334
HDFCBANK,2026-06-16 00:00:00+05:30,772.1294555664062,27820970
HDFCBANK,2026-06-17 00:00:00+05:30,774.2935791015625,32405604
HDFCBANK,2026-06-18 00:00:00+05:30,786.0,41492071
HDFCBANK,2026-06-19 00:00:00+05:30,779.7999877929688,33798761
HDFCBANK,2026-06-22 00:00:00+05:30,786.4000244140625,25194765
HDFCBANK,2026-06-23 00:00:00+05:30,774.6500244140625,28289062
HDFCBANK,2026-06-24 00:00:00+05:30,793.2000122070312,34701292
HDFCBANK,2026-06-25 00:00:00+05:30,796.2999877929688,46707966
HDFCBANK,2026-06-26 00:00:00+05:30,796.2999877929688,0
HDFCBANK,2026-06-29 00:00:00+05:30,798.9000244140625,46695977
HDFCBANK,2026-06-30 00:00:00+05:30,797.9500122070312,45778356
HDFCBANK,2026-07-01 00:00:00+05:30,796.1500244140625,26094378
HDFCBANK,2026-07-02 00:00:00+05:30,795.9000244140625,34143823
HDFCBANK,2026-07-03 00:00:00+05:30,801.0499877929688,25871958
HDFCBANK,2026-07-06 00:00:00+05:30,829.8499755859375,63203327
HDFCBANK,2026-07-07 00:00:00+05:30,829.2999877929688,57611729
HDFCBANK,2026-07-08 00:00:00+05:30,810.2999877929688,38754632
HDFCBANK,2026-07-09 00:00:00+05:30,817.5499877929688,39891798
HDFCBANK,2026-07-10 00:00:00+05:30,824.9500122070312,23595785
HDFCBANK,2026-07-13 00:00:00+05:30,817.9500122070312,21741736
HDFCBANK,2026-07-14 00:00:00+05:30,809.4000244140625,25605395
HDFCBANK,2026-07-15 00:00:00+05:30,815.4500122070312,21488739
HDFCBANK,2026-07-16 00:00:00+05:30,808.2999877929688,18698186
HDFCBANK,2026-07-17 00:00:00+05:30,819.5999755859375,17415322
HDFCBANK,2026-07-20 00:00:00+05:30,777.5999755859375,56061789
HDFCBANK,2026-07-21 00:00:00+05:30,761.4500122070312,42246009
HDFCBANK,2026-07-22 00:00:00+05:30,753.1500244140625,23385446
HDFCBANK,2026-07-23 00:00:00+05:30,747.25,32532090
HDFCBANK,2026-07-24 00:00:00+05:30,742.7999877929688,23837859
HDFCBANK,2026-07-27 00:00:00+05:30,739.5499877929688,29678752
HDFCBANK,2026-07-28 00:00:00+05:30,735.4000244140625,33886037
HDFCBANK,2026-07-29 00:00:00+05:30,748.2000122070312,20460659
HDFCBANK,2026-07-30 00:00:00+05:30,753.9500122070312,35844392
HDFCBANK,2026-07-31 00:00:00+05:30,748.1500244140625,25522483
HDFCBANK,2026-08-03 00:00:00+05:30,753.0,14827841
HDFCBANK,2026-08-04 00:00:00+05:30,742.0,31559802
HDFCBANK,2026-08-05 00:00:00+05:30,735.0,60050538
HDFCBANK,2026-08-06 00:00:00+05:30,734.2999877929688,44772122
HDFCBANK,2026-08-07 00:00:00+05:30,731.0,19382042
HDFCBANK,2026-08-10 00:00:00+05:30,731.0,23660590
HDFCBANK,2026-08-11 00:00:00+05:30,729.0,29154365
HDFCBANK,2026-08-12 00:00:00+05:30,729.0,26993177
HDFCBANK,2026-08-13 00:00:00+05:30,725.0,22129893
HDFCBANK,2026-08-14 00:00:00+05:30,727.0,20364131
HDFCBANK,2026-08-17 00:00:00+05:30,729.0,14823722
HDFCBANK,2026-08-18 00:00:00+05:30,723.0,17916507
HDFCBANK,2026-08-19 00:00:00+05:30,720.0,21342651
HDFCBANK,2026-08-20 00:00:00+05:30,725.0499877929688,17603805
HDFCBANK,2026-08-21 00:00:00+05:30,726.9500122070312,26029811
HDFCBANK,2026-08-24 00:00:00+05:30,729.0,11408345
HDFCBANK,2026-08-25 00:00:00+05:30,727.5,17511874
HDFCBANK,2026-08-26 00:00:00+05:30,727.2000122070312,21156463
HDFCBANK,2026-08-27 00:00:00+05:30,711.0,46515020
HDFCBANK,2026-08-28 00:00:00+05:30,720.2999877929688,16494301
HDFCBANK,2026-08-31 00:00:00+05:30,709.0,78157067
HDFCBANK,2026-09-01 00:00:00+05:30,711.9000244140625,44417092
HDFCBANK,2026-09-02 00:00:00+05:30,700.7999877929688,36950338
HDFCBANK,2026-09-03 00:00:00+05:30,706.6500244140625,27770641
HDFCBANK,2026-09-04 00:00:00+05:30,712.0999755859375,14488024
HDFCBANK,2026-09-07 00:00:00+05:30,710.5,12180390
HDFCBANK,2026-09-08 00:00:00+05:30,703.0,19883515
HDFCBANK,2026-09-09 00:00:00+05:30,687.0999755859375,39173990
HDFCBANK,2026-09-10 00:00:00+05:30,693.7999877929688,27108053
HDFCBANK,2026-09-11 00:00:00+05:30,708.25,31411934
