symbol,date,close,volume
INFY,2026-06-15 00:00:00+05:30,1134.9000244140625,7856192
INFY,2026-06-16 00:00:00+05:30,1143.5999755859375,10456090
INFY,2026-06-17 00:00:00+05:30,1157.699951171875,5995119
INFY,2026-06-18 00:00:00+05:30,1127.5,16781447
INFY,2026-06-19 00:00:00+05:30,1051.4000244140625,45665442
INFY,2026-06-22 00:00:00+05:30,1065.4000244140625,10178505
INFY,2026-06-23 00:00:00+05:30,1029.300048828125,19323064
INFY,2026-06-24 00:00:00+05:30,1056.5999755859375,12346266
INFY,2026-06-25 00:00:00+05:30,1041.199951171875,15866779
INFY,2026-06-26 00:00:00+05:30,1041.199951171875,0
INFY,2026-06-29 00:00:00+05:30,1036.699951171875,15080892
INFY,2026-06-30 00:00:00+05:30,1000.4000244140625,24128263
INFY,2026-07-01 00:00:00+05:30,985.2999877929688,13037982
INFY,2026-07-02 00:00:00+05:30,1040.9000244140625,18741111
INFY,2026-07-03 00:00:00+05:30,1047.199951171875,11653534
INFY,2026-07-06 00:00:00+05:30,1042.199951171875,5559747
INFY,2026-07-07 00:00:00+05:30,1071.800048828125,18866296
INFY,2026-07-08 00:00:00+05:30,1069.300048828125,13022221
INFY,2026-07-09 00:00:00+05:30,1050.800048828125,9003333
INFY,2026-07-10 00:00:00+05:30,1068.0,9747266
INFY,2026-07-13 00:00:00+05:30,1102.5999755859375,20994760
INFY,2026-07-14 00:00:00+05:30,1092.9000244140625,14819413
INFY,2026-07-15 00:00:00+05:30,1076.300048828125,8501933
INFY,2026-07-16 00:00:00+05:30,1082.4000244140625,8592146
INFY,2026-07-17 00:00:00+05:30,1096.5,12547728
INFY,2026-07-20 00:00:00+05:30,1087.0999755859375,6372645
INFY,2026-07-21 00:00:00+05:30,1073.5,9485229
INFY,2026-07-22 00:00:00+05:30,1052.0999755859375,7517203
INFY,2026-07-23 00:00:00+05:30,1047.4000244140625,13794578
INFY,2026-07-24 00:00:00+05:30,1040.9000244140625,29036900
INFY,2026-07-27 00:00:00+05:30,1079.199951171875,15956349
INFY,2026-07-28 00:00:00+05:30,1105.699951171875,28100895
INFY,2026-07-29 00:00:00+05:30,1155.5999755859375,34400369
INFY,2026-07-30 00:00:00+05:30,1155.0999755859375,22630218
INFY,2026-07-31 00:00:00+05:30,1130.0999755859375,14367075
INFY,2026-08-03 00:00:00+05:30,1180.0,8582270
INFY,2026-08-04 00:00:00+05:30,1167.5,9243589
INFY,2026-08-05 00:00:00+05:30,1174.0,9964155
INFY,2026-08-06 00:00:00+05:30,1165.0,8521064
INFY,2026-08-07 00:00:00+05:30,1175.0999755859375,7581410
INFY,2026-08-10 00:00:00+05:30,1183.0,9377001
INFY,2026-08-11 00:00:00+05:30,1190.699951171875,10160091
INFY,2026-08-12 00:00:00+05:30,1176.0999755859375,7529777
INFY,2026-08-13 00:00:00+05:30,1175.0,6234215
INFY,2026-08-14 00:00:00+05:30,1169.199951171875,5844763
INFY,2026-08-17 00:00:00+05:30,1139.9000244140625,5817153
INFY,2026-08-18 00:00:00+05:30,1115.0,8851110
INFY,2026-08-19 00:00:00+05:30,1119.800048828125,8408573
INFY,2026-08-20 00:00:00+05:30,1130.0,8559841
INFY,2026-08-21 00:00:00+05:30,1121.0,6094967
INFY,2026-08-24 00:00:00+05:30,1130.0,8565354
INFY,2026-08-25 00:00:00+05:30,1144.0,8121237
INFY,2026-08-26 00:00:00+05:30,1120.0,6323984
INFY,2026-08-27 00:00:00+05:30,1110.800048828125,6933998
INFY,2026-08-28 00:00:00+05:30,1144.0,9621969
INFY,2026-08-31 00:00:00+05:30,1133.800048828125,8808120
INFY,2026-09-01 00:00:00+05:30,1156.0,13516123
INFY,2026-09-02 00:00:00+05:30,1140.0,8564358
INFY,2026-09-03 00:00:00+05:30,1130.300048828125,5786250
INFY,2026-09-04 00:00:00+05:30,1130.0,5881388
INFY,2026-09-07 00:00:00+05:30,1087.5,7668346
INFY,2026-09-08 00:00:00+05:30,1082.0,6269037
INFY,2026-09-09 00:00:00+05:30,1035.0,13530457
INFY,2026-09-10 00:00:00+05:30,1036.5,8998529
INFY,2026-09-11 00:00:00+05:30,1037.699951171875,6168088
